JobRefNo,DigerPozisyon,Qualifications,Classification
3401288,Şantiye Şefi,"<p>Üniversitelerin İnşaat Mühendisliği bölümünden mezun,</p><p>* Yapı sektöründe en az&nbsp;10 yıl şantiye şefliği deneyimi olan,</p><p>* TOKİ inşaatında Şantiye Şefi tecrübesi olan,</p><p>* Metraj, Keşif, Hak ediş, Kesin Hesap, Ataşman konularına hakim,</p><p>* MS Office ve Autocad programlarına hakim,</p><p>İŞ TANIMI</p><p>Yapmakta olduğumuz TOKİ inşaat projemizde Şantiye Şefi olarak;</p><p>- İş programının belirtilen süre içerisinde, teknik şartnameye ve kalite standartlarına göre uygulanması ve tamamlanması,<br></p><p>- Alt taşeronların koordinasyonu ve yönetilmesi,</p><p>- İmalatların projeye uygun olarak yapımını denetlenmesi,</p><p>- Metraj, ataşman ve hakedişlerin kontrol ve denetimi, gerektiğinde hazırlanması ve merkeze raporlanması</p><p>-&nbsp;Sahaya sevk edilen malzemelerin takibinin yapılması,</p><p>* Seyahat engeli olmayan ve aktif araç kullanabilen,</p><p>* İletişim ve temsil yeteneği kuvvetli olan,</p><p>* Vizyona sahip, takım çalışmasına yatkın, sorumluluk sahibi ve disiplinli,</p><p>* Problem çözme yeteneğine sahip,</p><p>* Organizasyon, planlama ve koordinasyon yeteneğine sahip,</p><p>* Yoğun çalışma temposu ve esnek çalışma saatlerine uyum sağlayabilen,</p><p>* Erkek adaylar için askerliğini tamamlamış,</p><p>*Proje boyunca projenin yapıldığı yerde ikamet edebilecek.</p><p>*Eskişehir de faaliyet gösteren şantiyemizde istihdam edilmek üzere takım arkadaşları arıyoruz.</p>",İnşaat
3401218,Arazi Geliştirme Yönetmeni,"<p><span>Türkiye’nin&nbsp; öncü gayrimenkul yatırım ortaklığı şirketlerinden biri olan Sinpaş Gayrimenkul Yatırım Ortaklığı A.Ş. 'de görev almak üzere, aşağıda belirtilen niteliklere sahip&nbsp; ""<strong>Arazi Geliştirme Yönetmeni</strong></span><span>""&nbsp;</span><span>aranmaktadır.</span><br></p><p><span><br></span></p><ul><li>Üniversitelerin Mimarlık/Mühendislik/Harita Mühendisliği/Şehir ve Bölge Planlama fakültelerinden mezun,<br></li><li>Arazi Geliştirme ve Varlık Yönetimi konusunda en az 7 yıl tecrübeli<span>,</span></li><li>Arsa ve arazi düzenlenmesine ilişkin kanun ve yönetmeliklere hakim,</li><li>Gayrimenkul değerleme esaslarına ve ilgili yönetmeliklere hakim,</li><li>Kentsel dönüşüm süreçlerini tecrübe etmiş,</li><li>Değerleme raporları tekniklerine hâkim,</li><li>Temsil yeteneği güçlü,</li><li>Takım çalışmasına yatkın,</li><li>Esnek çalışma saatlerine uygun,</li><li>Aktif araç kullanan,</li><li>MS Office uygulamalarını iyi derecede kullanabilen,</li><li>Yazım ve anlatım yönü gelişmiş olan,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</li></ul><p><br></p><h3>İŞ TANIMI</h3><ul><li>Geliştirilecek projelere yönelik; çeşitli kaynaklardan arazi araştırmalarının ve arazi ihale takiplerinin yapılması.</li><li>Arsa sahipleri ile görüşmelerin yapılması, teklif ve sözleşme süreçlerinin yürütülmesi,</li><li>SPK ve BDDK düzenlemeleri çerçevesinde her türlü gayrimenkulün değerlemesinin yapılması, kontrol edilmesi,</li><li>Piyasa/pazar araştırmalarının yapılması&nbsp;ve raporlanması,</li><li>Arazi fizibilite raporlarının hazırlanması,</li></ul><p><br></p><p><br></p>",İnşaat
3401216,Şantiye Şefi,"<p class=""x_x_x_x_x_x_x_MsoNormal"">Yenilenebilir Enerji, Petrokimya, Enerji, Su & Atık Su, Maden & Çimento, Gıda ve İlaç gibi sektörlerde, elektrik üretimi, iletimi ve dağıtımından güç ve enerji endüstrisi için akıllı ve verimli enerji yönetimi çözümlerine kadar elektrifikasyon değer zinciri boyunca kaliteli hizmet sunan, uzun yıllara dayanan tecrübesi ve güçlü partnerleriyle sektörde konumlanmış&nbsp;YEO' da Sivas, Yozgat, Mersin illerimizde bulunan projelerimizde değerlendirmek üzere&nbsp;<strong>“Şantiye Şefi</strong>”&nbsp;olarak çalışacak takım arkadaşları alınacaktır.<br></p><p class=""x_x_x_x_x_x_x_MsoNormal"">&nbsp;</p><ul type=""disc""><li class=""x_x_x_x_x_x_x_MsoNormal"">Üniversitelerin Elektrik Elektronik ve İnşaat Mühendisliği bölümünden mezun,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">En az 5 yıl mesleki tecrübeye sahip, GES projeleri başta olmak üzere EPC/taahhüt işleri ve montaj tecrübesi bulunan,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Tüm illerdeki proje sahalarında görev yapma engeli olmayan,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">PVSyst uygulamalarına hâkim, AutoCad programını iyi derecede yorumlayabilen,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">TEDAŞ GES proje onayı ve kabul prosedürlerine hakim,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Panel, inverter, konstrüksiyon uygulamalarına hakim,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Proje yönetimi, tedarikçi seçimi, sözleşme yönetimine destek konularında tecrübeli,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Maliyet yönetimi ve kalite yönetim sistemleri konusunda bilgili,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Tercihen iyi derece İngilizce bilen, </li><li class=""x_x_x_x_x_x_x_MsoNormal"">Güçlü müzakere ve iletişim becerileri olan, temsil kabiliyeti yüksek,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Aktif araç kullanabilen. </li></ul><p class=""x_x_x_x_x_x_x_MsoNormal"">&nbsp;</p><p class=""x_x_x_x_x_x_x_MsoNormal""><strong>İŞ TANIMI</strong><strong></strong></p><ul type=""disc""><li class=""x_x_x_x_x_x_x_MsoNormal"">Güneş Enerjisi Santrali ve Trafo Merkezi, Endüstriyel Tesis Projelerinin geliştirme dönemi ve kurulum sürecini yönetmek,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Proje ile ilgili ekipman, inşaat ve elektrik işleri için teklifleri toplamak çalışmalarını organize etmek,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Projenin hedeflerine ulaşabilmesi doğrultusunda Bakanlıklar, ilgili kamu kurumları, şebeke operatörleri, yerel idareler, danışmanlar, taşeronlar, vb. tüm proje paydaşları ile proje aktiviteleri koordine etmek,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Projenin tasarımı ve inşaatı ile ilgili belgelerinin standartlara ve ilgili mevzuatlara uygunluğunun kontrolünü sağlamak,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Projenin iş programını hazırlamak ve iş programına göre projenin tamamlanmasını takip edilmesini, satın alma işlemlerinin yapılmasını organize etmek,</li><li class=""x_x_x_x_x_x_x_MsoNormal"">Projenin yapım sürecinde şantiyede süreçlerin koordinesini yapmak, kabul ve devreye alma işlerini yönetmek.</li></ul>",İnşaat
3401203,İnşaat Mühendisi,<p>İzmir torbalı şantiyelerimiz de görevlendirmek üzere inşaat mühendisi arkadaşlar aramaktayız.</p><p>Kaba inşaat ve fabrika soket işlerinde tecrübeli kişiler öncelikli tercihimizdir.</p>,İnşaat
3401198,Topoğraf,"<p>Mersin Akkuyu Nükleer Güç Santralinde&nbsp; bulunan şantiyemizde değerlendirmek üzere Topoğraf çalışma arkadaşı alınacaktır.</p><p>Ölçüm Cihazları (Leica vs.), Civil 3D, Autocad&nbsp; vb. programlarını kullanabilen, Şantiyede; Rus normlarına göre kesit, profil, şema çizimlerini&nbsp; yapacak, kübaj,&nbsp;ölçüm ve kot verme işlemlerini yapabilecek,&nbsp;</p><p></p><ul><li>Alt&nbsp; Yapı İşlerinde tecrübeli</li><li>Rusça bilen</li><li>Ekip arkadaşlarıyla uyumlu çalışabilecek,</li><li>Esnek çalışma saatlerine uyum sağlayabilecek</li><li>En az 5 yıl saha tecrübesi olan</li><li>İkili ilişkileri kuvvetli,</li><li>İşinin uzmanı</li></ul><p></p><p>ekip arkadaşı arıyoruz.</p>",İnşaat
3401090,Şantiye Şefi,"<p>GENEL NİTELİKLER VE İŞ TANIMI</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Canpa olarak Türkiye’nin genelinde olduğu gibi Marmara Bölgesi’nde de sürekli büyümeye devam ediyoruz.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal""><br></p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Zeki, ileri görüşlü, dışa dönük, problem çözücü insanları sıra dışı firmamızın biraz çılgın ekibine dahil etmek istiyoruz.<br><br></p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Dip not:&nbsp;Canpa ailesi olarak kalbi büyük egosu küçük herkesi sıcak karşılarız.<br><br></p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Şantiye şeflerimiz , şantiyelerimizde en önemli kontak noktasıdır. Müşterilerimize her türlü taleplerine Canpa’nın bir numaralı temel değeri olan ""Müşterilere VAV dedirtecek hizmet Sun"" değerimize uygun şekilde yardımcı olurlar.&nbsp;<br><br></p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Masaya ne getirmenizi bekliyoruz?</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Canpa kültürünü araştırıp, 12 Temel Değerimizi biliyor olmak</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Olağanüstü iletişim becerisi ile yeni projeleri almamıza liderlik etme</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Daha önce en az 5 yıl şantiye tozu yutmuş olmanız</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;İnşaat Mühendisi&nbsp; olmanız</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Teknolojik cihazlarda siyah kuşak kullanım becerisi</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Word, Excel,&nbsp;Outlook ve özellikle Autocad’e&nbsp;takla attırabilmeniz</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;B grubu ehliyet sahibi olmanız</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Yüksek aciliyet duygusu ve multitasking yeteneği</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Eğlenceli bir şeyler üretme isteği ve hatta biraz da muzurluk</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;dim ond eisiau gweld eich sgiliau rhyngrwyd (google çevirisinden bak)</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">&nbsp;</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">Ortalama bir gün nasıl geçer?</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;İnşaat firmaları ile temasa geçer, kurduğu candan dostluklarla yeni işler alır.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Çözülmesi imkânsız detayların çözümü bizde! Detayları çözer, teknik şartnameler yazarız.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Dumanı tüten şantiye ve projelerin yalıtım işlerini takip ederiz ve Canpa farkıyla yapılmasını sağlarız.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bu işler için maliyet analizi yapıp, teklif hazırlarız.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;En ucuz olduğumuz için değil, müşteri ilişkilerimizin ve işimizin kalitesi ile iş alırız</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aldığımız işler için gerekli malzemeleri, tedarikçi dostlarımızla görüşerek satın alırız.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aldığımız işlerin sözleşmelerini gözlüklerimizi takıp bir güzel okur, kontrol ederiz. Gerekli evrakları hazırlarız.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aldığımız işlerin avans ve hakediş tahsilatlarının zamanında yapılması için tetikte oluruz.</p><p class=""x_x_x_x_x_x_x_x_x_x_x_xxxmsonormal"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Yaptığımız bu işleri raporlamayı hiçbir zaman unutmayız.</p>",İnşaat
3401065,Tasarımcı Mimar,"<p>1991 yılında kurulan Cevizoğlu Mağazacılık, sadece perakende sektörüne hizmet veren mağaza dekorasyonunda uzman bir firmadır. Tutku ve coşkuyla işini yapan Cevizoğlu, tasarım, proje yönetimi, üretim ve montaj ekibinden oluşan 200’ü aşkın profesyonel ekibi ile 40 tan fazla ülkedeki çeşitli yüzlerce markaya hizmet sunmaktadır. 12.000 metrekarelik entegre bir tesiste, metal ve ahşap üretme kabiliyeti ve mağaza dekorasyonu konusunda 25 yıldan fazla deneyimi ile her geçen gün büyüyen, sektöründeki en dinamik firmadır.</p><p><br></p><p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_MsoNormal""><strong>İŞ TANIMI</strong></p><p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_MsoNormal"">Mağazacılık sektörüne nefes aldıracak fastshop&nbsp;& concept felsefesi ile oluşturulmuş Shopline markasının yöneticiliğini üstlenecek, müşteriye; tasarım, sunum, teknik ve satış hizmetlerini yönetecek, sorumluluk alabilecek, dinamik, kariyer hedefi olan Tasarımcı Mimar&nbsp;arayışımız bulunmaktadır.<strong></strong></p><p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_MsoNormal""><strong>GENEL NİTELİKLER</strong></p><ul><li>Üniversitelerin Mimarlık Bölümlerinden mezun,</li><li><strong><u>Hem yazılı hem de sözlü ileri düzeyde&nbsp;İngilizce yeterliliği olan,&nbsp;</u></strong></li><li>Mimari konsept ve tasarım&nbsp; projeleri konusunda tecrübeli,</li><li>Yönetim becerisine sahip, sorumlu olduğu bölümdeki görevli ekibi yönlendirebilecek ve denetleyebilecek,</li><li>Perakende, mağaza dekorasyonu ve trendler hakkında güncel bilgisi olan,&nbsp;Mimari proje ve çizimlerde sorumluluk alabilecek,</li><li>Mağaza tasarımı alanında edinilmiş en az 5 yıllık iş deneyimi olan,</li><li>Yaratıcılığı ve öngörüsü yüksek,Müşteri ilişkilerinde başarılı, iletişim ve ikna kabiliyeti yüksek,Temsil yeteneği güçlü,&nbsp;</li><li>Kariyer hedefi olan,</li><li>Tercihen 3D Max programını kullanabilen,</li></ul>",İnşaat
3401036,Gayrimenkul Değerleme Uzmanı,"<p class=""x_x_x_x_x_x_MsoNormal"">Öztürk Gayrimenkul Değerleme bünyesinde istihdam edilmek üzere Kayseri ve Çevre illerde Kadrolu Gayrimenkul Değerleme Uzmanı aramaktayız.&nbsp;</p><p class=""x_x_x_x_x_x_MsoNormal"">Adayların;</p><ul color=""""><li>Tercihen üniversitelerin Mimarlık, Harita Mühendisliği, İnşaat Mühendisliği, Gayrimenkul ve Varlık Değerleme&nbsp;veya Şehir ve Bölge Planlama bölümlerinden mezun</li><li>Gayrimenkul Değerleme Uzmanı lisansına sahip 3<u>&nbsp;Yıllık TDUB Tarafından düzenlenmiş olan Mesleki Tecrübe Belgesine sahip olmak</u>-(Bu şartları sağlamayan adayların başvuruları dikkate alınmayacaktır.)</li><li>MS Office uygulamalarını iyi derecede kullanabilmesi</li><li>Sektörün etik kurallarına uyup, bu kurallara riayet etmesi</li><li>İnsan ilişkilerinde başarılı ve takım çalışmasına uyumlu</li><li>Erkek adaylar için askerlik görevini tamamlamış olması</li><li>B sınıfı ehliyet sahibi ve aktif olarak araç kullanabilmesi</li><li>Yoğun iş temposuna adaptasyon sağlayabilen</li></ul>",İnşaat
3401031,İnşaat Mühendisi,"<ul color=""""><li>Üniversitelerin İnşaat Mühendisliği bölümünden mezun ,</li><li>En az 5 yıl tecrübesi bulunan ,</li><li>Sorumlusu olduğu projelerdeki inşaat işlerini hedeflenen iş programı , bütçe ve kalite uygunluğunda sağlayabilecek ,</li><li>MS Office , AutoCAD programlarını iyi seviyede kullanabilen ,</li><li>Erkek adaylar için askerlik ile ilişiği bulunmayan ,</li><li>B sınıfı ehliyeti olan ve aktif araç kullanabilen ,</li><li>Malzeme bilgisi olan , metraj , hak ediş ve kesin hesap konularında tecrübeli</li><li>Analitik düşünebilen , çözüm odaklı , raporlama yönü kuvvetli ve sorumluluk sahibi&nbsp;</li><li>Kaba ve ince imalat işlerinde saha deneyimi olan , ekiplerin yaptığı hatalara anlık çözüm üreten ve hataların oluşmaması için önceden öngörü becerisine sahip . İşini severek özveriyle yapacak bay bayan&nbsp;<br></li></ul><p><br></p><p>İŞ TANIMI :&nbsp;</p><p></p><li>İnşaat süreci başlayan ve devam eden proje de kontrol ve denetim faaliyetlerini yürütmek,<ul><li>Projenin sorunsuz bir şekilde yürütülmesini, yapıların bütçe dahilinde ve planlanan zamanda tamamlanmasını sağlamak,</li><li>Saha incelemeleri de dahil olmak üzere teknik ve fizibilite çalışmaları yapmak,</li><li>Taşeron çalıştırılması durumunda süreci takip etmek ve raporlamak,</li><li>İşçilik, malzeme ve ilgili maliyetleri hesaplayarak proje bütçesini belirlemek,</li><li>Projenin, özellikle sağlık ve güvenlikle ilgili yasal gerekliliklere uygun olduğundan emin olmak,</li><li>Müşteri, mimar ve taşeronlar da dahil olmak üzere çeşitli profesyonellerle birlikte çalışmak,</li><li>Kamu kurumu ve planlama kurumlarına raporlama yapmak, istenilen belgeleri hazırlamak.</li></ul><p></p></li>",İnşaat
3401019,İnşaat Mühendisi,"<ul color="""" color=""""><li>Üniversitelerin İnşaat Mühendisliği bölümünden mezun ,</li><li>En az 5 yıl tecrübesi bulunan ,</li><li>Sorumlusu olduğu projelerdeki inşaat işlerini hedeflenen iş programı , bütçe ve kalite uygunluğunda sağlayabilecek ,</li><li>MS Office , AutoCAD programlarını iyi seviyede kullanabilen ,</li><li>Erkek adaylar için askerlik ile ilişiği bulunmayan ,</li><li>B sınıfı ehliyeti olan ve aktif araç kullanabilen ,</li><li>Malzeme bilgisi olan , metraj , hak ediş ve kesin hesap konularında tecrübeli</li><li>Analitik düşünebilen , çözüm odaklı , raporlama yönü kuvvetli ve sorumluluk sahibi&nbsp;</li></ul><p><br></p><p>İŞ TANIMI :&nbsp;</p><p></p><li>İnşaat süreci başlayan ve devam eden proje de kontrol ve denetim faaliyetlerini yürütmek,<ul><li>Projenin sorunsuz bir şekilde yürütülmesini, yapıların bütçe dahilinde ve planlanan zamanda tamamlanmasını sağlamak,</li><li>Saha incelemeleri de dahil olmak üzere teknik ve fizibilite çalışmaları yapmak,</li><li>Taşeron çalıştırılması durumunda süreci takip etmek ve raporlamak,</li><li>İşçilik, malzeme ve ilgili maliyetleri hesaplayarak proje bütçesini belirlemek,</li><li>Projenin, özellikle sağlık ve güvenlikle ilgili yasal gerekliliklere uygun olduğundan emin olmak,</li><li>Müşteri, mimar ve taşeronlar da dahil olmak üzere çeşitli profesyonellerle birlikte çalışmak,</li><li>Kamu kurumu ve planlama kurumlarına raporlama yapmak, istenilen belgeleri hazırlamak.</li></ul><p></p></li>",İnşaat
